,ZIP,STCOFIPS,RISK_SCORE,CFLD_RISKS,HRCN_RISKS
34,36555,1003,15.558142440256027,15.2720608266223,28.525556010313274
35,36511,1003,15.558142440256027,15.2720608266223,28.525556010313274
36,36567,1003,15.558142440256027,15.2720608266223,28.525556010313274
37,36574,1003,15.558142440256027,15.2720608266223,28.525556010313274
38,36480,1003,15.558142440256027,15.2720608266223,28.525556010313274
39,36507,1003,15.558142440256027,15.2720608266223,28.525556010313274
40,36542,1003,15.558142440256027,15.2720608266223,28.525556010313274
41,36017,1005,8.408361706617974,,5.898296439369431
42,36016,1005,8.408361706617974,,5.898296439369431
43,36311,1005,8.408361706617974,,5.898296439369431
44,36374,1005,8.408361706617974,,5.898296439369431
45,36048,1005,8.408361706617974,,5.898296439369431
46,36053,1005,8.408361706617974,,5.898296439369431
47,36317,1005,8.408361706617974,,5.898296439369431
48,36027,1005,8.408361706617974,,5.898296439369431
49,36072,1005,8.408361706617974,,5.898296439369431
50,35035,1007,4.422323976979627,,2.646147475979468
51,35034,1007,4.422323976979627,,2.646147475979468
52,36750,1007,4.422323976979627,,2.646147475979468
53,35115,1007,4.422323976979627,,2.646147475979468
54,35188,1007,4.422323976979627,,2.646147475979468
55,36793,1007,4.422323976979627,,2.646147475979468
56,35074,1007,4.422323976979627,,2.646147475979468
57,35042,1007,4.422323976979627,,2.646147475979468
58,35111,1007,4.422323976979627,,2.646147475979468
59,35184,1007,4.422323976979627,,2.646147475979468
60,36792,1007,4.422323976979627,,2.646147475979468
61,35456,1007,4.422323976979627,,2.646147475979468
62,35031,1009,8.110812571778176,,2.676844883327611
63,35121,1009,8.110812571778176,,2.676844883327611
64,35063,1009,8.110812571778176,,2.676844883327611
65,35016,1009,8.110812571778176,,2.676844883327611
66,35079,1009,8.110812571778176,,2.676844883327611
67,35097,1009,8.110812571778176,,2.676844883327611
68,35133,1009,8.110812571778176,,2.676844883327611
69,35957,1009,8.110812571778176,,2.676844883327611
70,35126,1009,8.110812571778176,,2.676844883327611
71,35049,1009,8.110812571778176,,2.676844883327611
72,35172,1009,8.110812571778176,,2.676844883327611
73,35952,1009,8.110812571778176,,2.676844883327611
74,35180,1009,8.110812571778176,,2.676844883327611
75,35146,1009,8.110812571778176,,2.676844883327611
76,35976,1009,8.110812571778176,,2.676844883327611
77,35980,1009,8.110812571778176,,2.676844883327611
78,35013,1009,8.110812571778176,,2.676844883327611
79,36830,1011,5.688213033702432,,6.38447229389753
80,36031,1011,5.688213033702432,,6.38447229389753
81,36089,1011,5.688213033702432,,6.38447229389753
82,36029,1011,5.688213033702432,,6.38447229389753
83,36081,1011,5.688213033702432,,6.38447229389753
84,36860,1011,5.688213033702432,,6.38447229389753
85,36053,1011,5.688213033702432,,6.38447229389753
86,36005,1011,5.688213033702432,,6.38447229389753
87,36052,1011,5.688213033702432,,6.38447229389753
88,36037,1013,12.529775847101188,,20.763023313750068
89,36033,1013,12.529775847101188,,20.763023313750068
90,36032,1013,12.529775847101188,,20.763023313750068
91,36456,1013,12.529775847101188,,20.763023313750068
92,36474,1013,12.529775847101188,,20.763023313750068
93,36030,1013,12.529775847101188,,20.763023313750068
94,36042,1013,12.529775847101188,,20.763023313750068
95,36071,1013,12.529775847101188,,20.763023313750068
96,36015,1013,12.529775847101188,,20.763023313750068
97,36206,1015,14.192677469343652,,3.717350014722465
98,36204,1015,14.192677469343652,,3.717350014722465
99,35096,1015,14.192677469343652,,3.717350014722465
100,36279,1015,14.192677469343652,,3.717350014722465
101,36205,1015,14.192677469343652,,3.717350014722465
102,36260,1015,14.192677469343652,,3.717350014722465
103,36271,1015,14.192677469343652,,3.717350014722465
104,36272,1015,14.192677469343652,,3.717350014722465
105,36201,1015,14.192677469343652,,3.717350014722465
106,36203,1015,14.192677469343652,,3.717350014722465
107,36207,1015,14.192677469343652,,3.717350014722465
108,36265,1015,14.192677469343652,,3.717350014722465
109,36202,1015,14.192677469343652,,3.717350014722465
110,36257,1015,14.192677469343652,,3.717350014722465
111,36253,1015,14.192677469343652,,3.717350014722465
112,36254,1015,14.192677469343652,,3.717350014722465
113,35905,1015,14.192677469343652,,3.717350014722465
114,36250,1015,14.192677469343652,,3.717350014722465
115,36277,1015,14.192677469343652,,3.717350014722465
116,36852,1017,9.61343756353446,,4.501926023154369
117,36855,1017,9.61343756353446,,4.501926023154369
118,36879,1017,9.61343756353446,,4.501926023154369
119,36274,1017,9.61343756353446,,4.501926023154369
120,36862,1017,9.61343756353446,,4.501926023154369
121,36863,1017,9.61343756353446,,4.501926023154369
122,36801,1017,9.61343756353446,,4.501926023154369
123,36854,1017,9.61343756353446,,4.501926023154369
124,36276,1017,9.61343756353446,,4.501926023154369
125,36850,1017,9.61343756353446,,4.501926023154369
126,35973,1019,8.610013265675171,,2.120898186922432
127,35959,1019,8.610013265675171,,2.120898186922432
128,35901,1019,8.610013265675171,,2.120898186922432
129,35984,1019,8.610013265675171,,2.120898186922432
130,36272,1019,8.610013265675171,,2.120898186922432
131,35967,1019,8.610013265675171,,2.120898186922432
132,35961,1019,8.610013265675171,,2.120898186922432
133,35903,1019,8.610013265675171,,2.120898186922432
134,36275,1019,8.610013265675171,,2.120898186922432
135,35960,1019,8.610013265675171,,2.120898186922432
136,35983,1019,8.610013265675171,,2.120898186922432
137,36006,1021,7.077831702715465,,4.222376689544478
138,35115,1021,7.077831702715465,,4.222376689544478
139,35040,1021,7.077831702715465,,4.222376689544478
140,36790,1021,7.077831702715465,,4.222376689544478
141,36758,1021,7.077831702715465,,4.222376689544478
142,36793,1021,7.077831702715465,,4.222376689544478
143,36750,1021,7.077831702715465,,4.222376689544478
144,36051,1021,7.077831702715465,,4.222376689544478
145,35046,1021,7.077831702715465,,4.222376689544478
146,35045,1021,7.077831702715465,,4.222376689544478
147,35171,1021,7.077831702715465,,4.222376689544478
148,36792,1021,7.077831702715465,,4.222376689544478
149,35085,1021,7.077831702715465,,4.222376689544478
150,36091,1021,7.077831702715465,,4.222376689544478
151,36908,1023,10.7485396082416,,19.01612863739097
152,36913,1023,10.7485396082416,,19.01612863739097
153,36919,1023,10.7485396082416,,19.01612863739097
154,36921,1023,10.7485396082416,,19.01612863739097
155,36904,1023,10.7485396082416,,19.01612863739097
156,36912,1023,10.7485396082416,,19.01612863739097
157,36910,1023,10.7485396082416,,19.01612863739097
158,36916,1023,10.7485396082416,,19.01612863739097
159,36922,1023,10.7485396082416,,19.01612863739097
160,36558,1023,10.7485396082416,,19.01612863739097
161,36915,1023,10.7485396082416,,19.01612863739097
162,36436,1025,11.762828884217033,0.717578713696159,23.433117858679587
163,36751,1025,11.762828884217033,0.717578713696159,23.433117858679587
164,36446,1025,11.762828884217033,0.717578713696159,23.433117858679587
165,36524,1025,11.762828884217033,0.717578713696159,23.433117858679587
166,36784,1025,11.762828884217033,0.717578713696159,23.433117858679587
167,36451,1025,11.762828884217033,0.717578713696159,23.433117858679587
168,36540,1025,11.762828884217033,0.717578713696159,23.433117858679587
169,36482,1025,11.762828884217033,0.717578713696159,23.433117858679587
170,36727,1025,11.762828884217033,0.717578713696159,23.433117858679587
171,36782,1025,11.762828884217033,0.717578713696159,23.433117858679587
172,36545,1025,11.762828884217033,0.717578713696159,23.433117858679587
173,36251,1027,7.961473892175302,,4.475020083117148
174,36267,1027,7.961473892175302,,4.475020083117148
175,35082,1027,7.961473892175302,,4.475020083117148
176,35160,1027,7.961473892175302,,4.475020083117148
177,35072,1027,7.961473892175302,,4.475020083117148
178,35089,1027,7.961473892175302,,4.475020083117148
179,36266,1027,7.961473892175302,,4.475020083117148
180,36255,1027,7.961473892175302,,4.475020083117148
181,36256,1027,7.961473892175302,,4.475020083117148
182,36258,1027,7.961473892175302,,4.475020083117148
183,36276,1027,7.961473892175302,,4.475020083117148
184,36268,1027,7.961473892175302,,4.475020083117148
185,36273,1029,7.461854862684003,,2.886701097797474
186,36269,1029,7.461854862684003,,2.886701097797474
187,36207,1029,7.461854862684003,,2.886701097797474
188,36268,1029,7.461854862684003,,2.886701097797474
189,36258,1029,7.461854862684003,,2.886701097797474
190,36262,1029,7.461854862684003,,2.886701097797474
191,36261,1029,7.461854862684003,,2.886701097797474
192,36264,1029,7.461854862684003,,2.886701097797474
193,36272,1029,7.461854862684003,,2.886701097797474
194,36322,1031,11.084736580142238,,7.898595931156469
195,36453,1031,11.084736580142238,,7.898595931156469
196,36079,1031,11.084736580142238,,7.898595931156469
197,36351,1031,11.084736580142238,,7.898595931156469
198,36477,1031,11.084736580142238,,7.898595931156469
199,36346,1031,11.084736580142238,,7.898595931156469
200,36311,1031,11.084736580142238,,7.898595931156469
201,36010,1031,11.084736580142238,,7.898595931156469
202,36318,1031,11.084736580142238,,7.898595931156469
203,36034,1031,11.084736580142238,,7.898595931156469
204,36316,1031,11.084736580142238,,7.898595931156469
205,36009,1031,11.084736580142238,,7.898595931156469
206,36330,1031,11.084736580142238,,7.898595931156469
207,36323,1031,11.084736580142238,,7.898595931156469
208,36467,1031,11.084736580142238,,7.898595931156469
209,36360,1031,11.084736580142238,,7.898595931156469
210,35616,1033,11.658939474102484,,3.726582995829669
211,35654,1033,11.658939474102484,,3.726582995829669
212,35646,1033,11.658939474102484,,3.726582995829669
213,35653,1033,11.658939474102484,,3.726582995829669
214,35582,1033,11.658939474102484,,3.726582995829669
215,35674,1033,11.658939474102484,,3.726582995829669
216,35661,1033,11.658939474102484,,3.726582995829669
217,35672,1033,11.658939474102484,,3.726582995829669
218,35660,1033,11.658939474102484,,3.726582995829669
219,36471,1035,11.910913229721194,,21.836344653564197
220,36330,1035,11.910913229721194,,21.836344653564197
221,36426,1035,11.910913229721194,,21.836344653564197
222,36454,1035,11.910913229721194,,21.836344653564197
223,36460,1035,11.910913229721194,,21.836344653564197
224,36401,1035,11.910913229721194,,21.836344653564197
225,36442,1035,11.910913229721194,,21.836344653564197
226,36473,1035,11.910913229721194,,21.836344653564197
227,36502,1035,11.910913229721194,,21.836344653564197
228,36475,1035,11.910913229721194,,21.836344653564197
229,36456,1035,11.910913229721194,,21.836344653564197
230,36432,1035,11.910913229721194,,21.836344653564197
231,36474,1035,11.910913229721194,,21.836344653564197
232,36421,1035,11.910913229721194,,21.836344653564197
233,36033,1035,11.910913229721194,,21.836344653564197
234,35151,1037,6.351976620626018,,3.882908286111192
235,35150,1037,6.351976620626018,,3.882908286111192
236,36026,1037,6.351976620626018,,3.882908286111192
237,36080,1037,6.351976620626018,,3.882908286111192
238,35046,1037,6.351976620626018,,3.882908286111192
239,35089,1037,6.351976620626018,,3.882908286111192
240,35136,1037,6.351976620626018,,3.882908286111192
241,35072,1037,6.351976620626018,,3.882908286111192
242,35010,1037,6.351976620626018,,3.882908286111192
243,35183,1037,6.351976620626018,,3.882908286111192
244,36420,1039,13.943034593255392,,25.875324914830728
245,36421,1039,13.943034593255392,,25.875324914830728
246,36453,1039,13.943034593255392,,25.875324914830728
247,36483,1039,13.943034593255392,,25.875324914830728
248,36455,1039,13.943034593255392,,25.875324914830728
249,36476,1039,13.943034593255392,,25.875324914830728
250,36467,1039,13.943034593255392,,25.875324914830728
251,36474,1039,13.943034593255392,,25.875324914830728
252,36038,1039,13.943034593255392,,25.875324914830728
253,36401,1039,13.943034593255392,,25.875324914830728
254,36028,1039,13.943034593255392,,25.875324914830728
255,36477,1039,13.943034593255392,,25.875324914830728
256,36442,1039,13.943034593255392,,25.875324914830728
257,36456,1039,13.943034593255392,,25.875324914830728
258,36037,1041,8.20975214119903,,12.505522697515255
259,36035,1041,8.20975214119903,,12.505522697515255
260,36009,1041,8.20975214119903,,12.505522697515255
261,36071,1041,8.20975214119903,,12.505522697515255
262,36049,1041,8.20975214119903,,12.505522697515255
263,36028,1041,8.20975214119903,,12.505522697515255
264,36036,1041,8.20975214119903,,12.505522697515255
265,36041,1041,8.20975214119903,,12.505522697515255
266,36034,1041,8.20975214119903,,12.505522697515255
267,36046,1041,8.20975214119903,,12.505522697515255
268,36042,1041,8.20975214119903,,12.505522697515255
269,36467,1041,8.20975214119903,,12.505522697515255
270,36323,1041,8.20975214119903,,12.505522697515255
271,35057,1043,11.597409180988905,,3.012366820258025
272,35087,1043,11.597409180988905,,3.012366820258025
273,35033,1043,11.597409180988905,,3.012366820258025
274,35058,1043,11.597409180988905,,3.012366820258025
275,35056,1043,11.597409180988905,,3.012366820258025
276,35179,1043,11.597409180988905,,3.012366820258025
277,35622,1043,11.597409180988905,,3.012366820258025
278,35053,1043,11.597409180988905,,3.012366820258025
279,35098,1043,11.597409180988905,,3.012366820258025
280,35619,1043,11.597409180988905,,3.012366820258025
281,35541,1043,11.597409180988905,,3.012366820258025
282,35670,1043,11.597409180988905,,3.012366820258025
283,35077,1043,11.597409180988905,,3.012366820258025
284,35016,1043,11.597409180988905,,3.012366820258025
285,35621,1043,11.597409180988905,,3.012366820258025
286,35540,1043,11.597409180988905,,3.012366820258025
287,35976,1043,11.597409180988905,,3.012366820258025
288,35083,1043,11.597409180988905,,3.012366820258025
289,35070,1043,11.597409180988905,,3.012366820258025
290,35019,1043,11.597409180988905,,3.012366820258025
291,35055,1043,11.597409180988905,,3.012366820258025
292,36322,1045,9.775175391361142,,7.448538798740316
293,36303,1045,9.775175391361142,,7.448538798740316
294,36353,1045,9.775175391361142,,7.448538798740316
295,36345,1045,9.775175391361142,,7.448538798740316
296,36374,1045,9.775175391361142,,7.448538798740316
297,36360,1045,9.775175391361142,,7.448538798740316
298,36317,1045,9.775175391361142,,7.448538798740316
299,36371,1045,9.775175391361142,,7.448538798740316
300,36350,1045,9.775175391361142,,7.448538798740316
301,36362,1045,9.775175391361142,,7.448538798740316
302,36311,1045,9.775175391361142,,7.448538798740316
303,36330,1045,9.775175391361142,,7.448538798740316
304,36361,1045,9.775175391361142,,7.448538798740316
305,36352,1045,9.775175391361142,,7.448538798740316
306,36761,1047,12.568333869780576,,8.169866089558184
307,36767,1047,12.568333869780576,,8.169866089558184
308,36701,1047,12.568333869780576,,8.169866089558184
309,36773,1047,12.568333869780576,,8.169866089558184
310,36758,1047,12.568333869780576,,8.169866089558184
311,36785,1047,12.568333869780576,,8.169866089558184
312,36759,1047,12.568333869780576,,8.169866089558184
313,36749,1047,12.568333869780576,,8.169866089558184
314,36703,1047,12.568333869780576,,8.169866089558184
315,36775,1047,12.568333869780576,,8.169866089558184
316,35962,1049,13.00155592557002,,3.174692530064652
317,35968,1049,13.00155592557002,,3.174692530064652
318,35765,1049,13.00155592557002,,3.174692530064652
319,35984,1049,13.00155592557002,,3.174692530064652
320,35986,1049,13.00155592557002,,3.174692530064652
321,35983,1049,13.00155592557002,,3.174692530064652
322,35971,1049,13.00155592557002,,3.174692530064652
323,35959,1049,13.00155592557002,,3.174692530064652
324,35956,1049,13.00155592557002,,3.174692530064652
325,35989,1049,13.00155592557002,,3.174692530064652
326,35988,1049,13.00155592557002,,3.174692530064652
327,35771,1049,13.00155592557002,,3.174692530064652
328,35957,1049,13.00155592557002,,3.174692530064652
329,35978,1049,13.00155592557002,,3.174692530064652
330,35966,1049,13.00155592557002,,3.174692530064652
331,35963,1049,13.00155592557002,,3.174692530064652
332,35979,1049,13.00155592557002,,3.174692530064652
333,35975,1049,13.00155592557002,,3.174692530064652
334,35967,1049,13.00155592557002,,3.174692530064652
335,35974,1049,13.00155592557002,,3.174692530064652
336,35951,1049,13.00155592557002,,3.174692530064652
337,35981,1049,13.00155592557002,,3.174692530064652
338,35961,1049,13.00155592557002,,3.174692530064652
339,35954,1049,13.00155592557002,,3.174692530064652
340,35010,1051,7.588443008964758,,4.143893613715803
341,36054,1051,7.588443008964758,,4.143893613715803
342,35136,1051,7.588443008964758,,4.143893613715803
343,36051,1051,7.588443008964758,,4.143893613715803
344,36022,1051,7.588443008964758,,4.143893613715803
345,36066,1051,7.588443008964758,,4.143893613715803
346,36080,1051,7.588443008964758,,4.143893613715803
347,36024,1051,7.588443008964758,,4.143893613715803
348,36026,1051,7.588443008964758,,4.143893613715803
349,36025,1051,7.588443008964758,,4.143893613715803
350,36020,1051,7.588443008964758,,4.143893613715803
351,36067,1051,7.588443008964758,,4.143893613715803
352,36093,1051,7.588443008964758,,4.143893613715803
353,36078,1051,7.588443008964758,,4.143893613715803
354,36092,1051,7.588443008964758,,4.143893613715803
355,36420,1053,14.022481057871556,,27.568409798707645
356,36483,1053,14.022481057871556,,27.568409798707645
357,36543,1053,14.022481057871556,,27.568409798707645
358,36441,1053,14.022481057871556,,27.568409798707645
359,36502,1053,14.022481057871556,,27.568409798707645
360,36562,1053,14.022481057871556,,27.568409798707645
361,36426,1053,14.022481057871556,,27.568409798707645
362,36432,1053,14.022481057871556,,27.568409798707645
363,36475,1053,14.022481057871556,,27.568409798707645
364,36503,1053,14.022481057871556,,27.568409798707645
365,35902,1055,15.398320052522944,,4.100038198290702
366,35905,1055,15.398320052522944,,4.100038198290702
367,35906,1055,15.398320052522944,,4.100038198290702
368,35954,1055,15.398320052522944,,4.100038198290702
369,35956,1055,15.398320052522944,,4.100038198290702
370,35957,1055,15.398320052522944,,4.100038198290702
371,35903,1055,15.398320052522944,,4.100038198290702
372,35972,1055,15.398320052522944,,4.100038198290702
373,35952,1055,15.398320052522944,,4.100038198290702
374,36272,1055,15.398320052522944,,4.100038198290702
375,35990,1055,15.398320052522944,,4.100038198290702
376,35904,1055,15.398320052522944,,4.100038198290702
377,35901,1055,15.398320052522944,,4.100038198290702
378,35121,1055,15.398320052522944,,4.100038198290702
379,35907,1055,15.398320052522944,,4.100038198290702
380,35961,1055,15.398320052522944,,4.100038198290702
381,36271,1055,15.398320052522944,,4.100038198290702
382,35574,1057,8.646586304656187,,4.262348675298307
383,35594,1057,8.646586304656187,,4.262348675298307
384,35545,1057,8.646586304656187,,4.262348675298307
385,35546,1057,8.646586304656187,,4.262348675298307
386,35554,1057,8.646586304656187,,4.262348675298307
387,35555,1057,8.646586304656187,,4.262348675298307
388,35579,1057,8.646586304656187,,4.262348675298307
389,35549,1057,8.646586304656187,,4.262348675298307
390,35563,1057,8.646586304656187,,4.262348675298307
391,35559,1057,8.646586304656187,,4.262348675298307
392,35542,1057,8.646586304656187,,4.262348675298307
393,35616,1059,11.10198912801455,,3.652993664167925
394,35654,1059,11.10198912801455,,3.652993664167925
395,35593,1059,11.10198912801455,,3.652993664167925
396,35585,1059,11.10198912801455,,3.652993664167925
397,35582,1059,11.10198912801455,,3.652993664167925
398,35571,1059,11.10198912801455,,3.652993664167925
399,35565,1059,11.10198912801455,,3.652993664167925
400,35581,1059,11.10198912801455,,3.652993664167925
401,35653,1059,11.10198912801455,,3.652993664167925
402,35674,1059,11.10198912801455,,3.652993664167925
403,35564,1059,11.10198912801455,,3.652993664167925
404,36344,1061,9.159205438581203,,8.25981065593861
405,36313,1061,9.159205438581203,,8.25981065593861
406,36453,1061,9.159205438581203,,8.25981065593861
407,36375,1061,9.159205438581203,,8.25981065593861
408,36318,1061,9.159205438581203,,8.25981065593861
409,36322,1061,9.159205438581203,,8.25981065593861
410,36477,1061,9.159205438581203,,8.25981065593861
411,36340,1061,9.159205438581203,,8.25981065593861
412,36352,1061,9.159205438581203,,8.25981065593861
413,36316,1061,9.159205438581203,,8.25981065593861
414,36301,1061,9.159205438581203,,8.25981065593861
415,36314,1061,9.159205438581203,,8.25981065593861
416,36442,1061,9.159205438581203,,8.25981065593861
417,36305,1061,9.159205438581203,,8.25981065593861
418,36349,1061,9.159205438581203,,8.25981065593861
419,35462,1063,8.725521727209989,,7.410507588957368
420,35491,1063,8.725521727209989,,7.410507588957368
421,35469,1063,8.725521727209989,,7.410507588957368
422,35480,1063,8.725521727209989,,7.410507588957368
423,35443,1063,8.725521727209989,,7.410507588957368
424,35464,1063,8.725521727209989,,7.410507588957368
425,36740,1063,8.725521727209989,,7.410507588957368
426,35463,1063,8.725521727209989,,7.410507588957368
427,35448,1063,8.725521727209989,,7.410507588957368
428,35441,1065,9.12761174575347,,5.388721588719631
429,36765,1065,9.12761174575347,,5.388721588719631
430,36738,1065,9.12761174575347,,5.388721588719631
431,36744,1065,9.12761174575347,,5.388721588719631
432,36786,1065,9.12761174575347,,5.388721588719631
433,36756,1065,9.12761174575347,,5.388721588719631
434,35474,1065,9.12761174575347,,5.388721588719631
435,36776,1065,9.12761174575347,,5.388721588719631
436,36742,1065,9.12761174575347,,5.388721588719631
437,36303,1067,10.37876858396962,,8.46664444358868
438,36319,1067,10.37876858396962,,8.46664444358868
439,36350,1067,10.37876858396962,,8.46664444358868
440,36353,1067,10.37876858396962,,8.46664444358868
441,36345,1067,10.37876858396962,,8.46664444358868
442,36373,1067,10.37876858396962,,8.46664444358868
443,36310,1067,10.37876858396962,,8.46664444358868
444,36317,1067,10.37876858396962,,8.46664444358868
445,36305,1069,12.570012587544044,,9.052308619965808
446,36345,1069,12.570012587544044,,9.052308619965808
447,36321,1069,12.570012587544044,,9.052308619965808
448,36301,1069,12.570012587544044,,9.052308619965808
449,36352,1069,12.570012587544044,,9.052308619965808
450,36343,1069,12.570012587544044,,9.052308619965808
451,36319,1069,12.570012587544044,,9.052308619965808
452,36320,1069,12.570012587544044,,9.052308619965808
453,36350,1069,12.570012587544044,,9.052308619965808
454,36303,1069,12.570012587544044,,9.052308619965808
455,36312,1069,12.570012587544044,,9.052308619965808
456,36370,1069,12.570012587544044,,9.052308619965808
457,36302,1069,12.570012587544044,,9.052308619965808
458,36376,1069,12.570012587544044,,9.052308619965808
459,36375,1069,12.570012587544044,,9.052308619965808
460,35772,1071,10.715020923935176,,3.116540094890607
461,35744,1071,10.715020923935176,,3.116540094890607
462,35978,1071,10.715020923935176,,3.116540094890607
463,35769,1071,10.715020923935176,,3.116540094890607
464,35748,1071,10.715020923935176,,3.116540094890607
465,35768,1071,10.715020923935176,,3.116540094890607
466,35752,1071,10.715020923935176,,3.116540094890607
467,35771,1071,10.715020923935176,,3.116540094890607
468,35766,1071,10.715020923935176,,3.116540094890607
469,35765,1071,10.715020923935176,,3.116540094890607
470,35776,1071,10.715020923935176,,3.116540094890607
471,35755,1071,10.715020923935176,,3.116540094890607
472,35764,1071,10.715020923935176,,3.116540094890607
473,35966,1071,10.715020923935176,,3.116540094890607
474,35958,1071,10.715020923935176,,3.116540094890607
475,35746,1071,10.715020923935176,,3.116540094890607
476,35979,1071,10.715020923935176,,3.116540094890607
477,35774,1071,10.715020923935176,,3.116540094890607
478,35740,1071,10.715020923935176,,3.116540094890607
479,35745,1071,10.715020923935176,,3.116540094890607
480,35751,1071,10.715020923935176,,3.116540094890607
481,35212,1073,23.39851797586047,,4.023526237350343
482,35215,1073,23.39851797586047,,4.023526237350343
483,35173,1073,23.39851797586047,,4.023526237350343
484,35205,1073,23.39851797586047,,4.023526237350343
485,35180,1073,23.39851797586047,,4.023526237350343
486,35232,1073,23.39851797586047,,4.023526237350343
487,35218,1073,23.39851797586047,,4.023526237350343
488,35444,1073,23.39851797586047,,4.023526237350343
489,35048,1073,23.39851797586047,,4.023526237350343
490,35254,1073,23.39851797586047,,4.023526237350343
491,35181,1073,23.39851797586047,,4.023526237350343
492,35079,1073,23.39851797586047,,4.023526237350343
493,35294,1073,23.39851797586047,,4.023526237350343
494,35133,1073,23.39851797586047,,4.023526237350343
495,35130,1073,23.39851797586047,,4.023526237350343
496,35208,1073,23.39851797586047,,4.023526237350343
497,35224,1073,23.39851797586047,,4.023526237350343
498,35202,1073,23.39851797586047,,4.023526237350343
499,35209,1073,23.39851797586047,,4.023526237350343
500,35235,1073,23.39851797586047,,4.023526237350343
501,35091,1073,23.39851797586047,,4.023526237350343
502,35172,1073,23.39851797586047,,4.023526237350343
503,35126,1073,23.39851797586047,,4.023526237350343
504,35061,1073,23.39851797586047,,4.023526237350343
505,35207,1073,23.39851797586047,,4.023526237350343
506,35211,1073,23.39851797586047,,4.023526237350343
507,35217,1073,23.39851797586047,,4.023526237350343
508,35219,1073,23.39851797586047,,4.023526237350343
509,35116,1073,23.39851797586047,,4.023526237350343
510,35062,1073,23.39851797586047,,4.023526237350343
511,35127,1073,23.39851797586047,,4.023526237350343
512,35210,1073,23.39851797586047,,4.023526237350343
513,35214,1073,23.39851797586047,,4.023526237350343
514,35222,1073,23.39851797586047,,4.023526237350343
515,35006,1073,23.39851797586047,,4.023526237350343
516,35023,1073,23.39851797586047,,4.023526237350343
517,35022,1073,23.39851797586047,,4.023526237350343
518,35243,1073,23.39851797586047,,4.023526237350343
519,35244,1073,23.39851797586047,,4.023526237350343
520,35236,1073,23.39851797586047,,4.023526237350343
521,35270,1073,23.39851797586047,,4.023526237350343
522,35295,1073,23.39851797586047,,4.023526237350343
523,35119,1073,23.39851797586047,,4.023526237350343
524,35015,1073,23.39851797586047,,4.023526237350343
525,35139,1073,23.39851797586047,,4.023526237350343
526,35111,1073,23.39851797586047,,4.023526237350343
527,35073,1073,23.39851797586047,,4.023526237350343
528,35117,1073,23.39851797586047,,4.023526237350343
529,35216,1073,23.39851797586047,,4.023526237350343
530,35223,1073,23.39851797586047,,4.023526237350343
531,35020,1073,23.39851797586047,,4.023526237350343
532,35242,1073,23.39851797586047,,4.023526237350343
533,35234,1073,23.39851797586047,,4.023526237350343
534,35231,1073,23.39851797586047,,4.023526237350343
535,35220,1073,23.39851797586047,,4.023526237350343
536,35229,1073,23.39851797586047,,4.023526237350343
537,35123,1073,23.39851797586047,,4.023526237350343
538,35060,1073,23.39851797586047,,4.023526237350343
539,35293,1073,23.39851797586047,,4.023526237350343
540,35206,1073,23.39851797586047,,4.023526237350343
541,35226,1073,23.39851797586047,,4.023526237350343
542,35213,1073,23.39851797586047,,4.023526237350343
543,35228,1073,23.39851797586047,,4.023526237350343
544,35063,1073,23.39851797586047,,4.023526237350343
